Date,Temperature minimale,Temperature maximale,Temperature moyenne,Precipitation totale,Dir_wind,Mod_wind
17-10-28_00,6.3,11.0,8.9,0.0,220.0,4.0
17-10-29_00,6.9,18.5,13.9,0.0,144.0,2.0
17-10-30_00,9.1,15.2,11.4,19.6,164.0,2.0
17-10-31_00,7.1,19.3,11.4,2.2,197.0,5.0
17-11-01_00,5.6,11.3,8.0,0.0,246.0,4.0
17-11-02_00,4.7,10.0,6.6,1.3,167.0,2.0
17-11-03_00,5.7,16.1,11.4,23.1,145.0,1.0
17-11-04_00,5.0,16.4,11.4,12.7,267.0,4.0
17-11-05_00,2.2,6.6,4.4,0.0,176.0,2.0
17-11-06_00,2.4,13.1,8.5,8.6,121.0,4.0
17-11-07_00,2.5,15.1,10.4,8.9,253.0,3.0
17-11-08_00,1.2,4.4,2.9,0.0,276.0,2.0
17-11-09_00,1.7,6.5,4.3,0.0,184.0,2.0
17-11-10_00,1.4,8.3,5.7,2.5,177.0,3.0
17-11-11_00,-8.4,1.7,-5.1,0.2,284.0,7.0
17-11-12_00,-8.3,-1.5,-4.7,0.0,249.0,3.0
17-11-13_00,-2.9,2.4,-0.4,0.0,99.0,2.0
17-11-14_00,-2.5,1.6,-0.0,0.0,179.0,1.0
17-11-15_00,1.1,3.7,2.4,0.0,116.0,2.0
17-11-16_00,-0.1,6.4,3.3,0.0,138.0,3.0
17-11-17_00,1.7,9.1,6.5,4.0,197.0,3.0
17-11-18_00,-2.6,1.7,-0.9,0.2,285.0,5.0
17-11-19_00,-4.1,1.7,-1.2,0.6,117.0,2.0
17-11-20_00,-3.0,2.9,0.3,14.0,252.0,5.0
17-11-21_00,-6.5,-2.7,-5.0,0.0,262.0,4.0
17-11-22_00,-4.4,9.8,4.5,0.0,162.0,2.0
17-11-23_00,-4.2,9.9,2.7,0.9,277.0,4.0
17-11-24_00,-7.0,2.2,-2.8,0.0,246.0,3.0
17-11-25_00,2.2,7.3,4.7,0.1,214.0,2.0
17-11-26_00,3.7,7.4,6.3,6.3,231.0,2.0
17-11-27_00,-3.4,3.9,-1.0,3.3,276.0,3.0
17-11-28_00,-9.1,-0.4,-4.5,1.0,282.0,3.0
17-11-29_00,-9.1,6.3,-1.3,0.0,145.0,3.0
17-11-30_00,-2.3,9.1,3.9,1.0,264.0,3.0
17-12-01_00,-4.3,5.6,0.8,2.5,138.0,3.0
17-12-02_00,1.7,5.8,3.8,0.0,268.0,3.0
17-12-03_00,1.4,3.6,2.3,0.0,114.0,2.0
17-12-04_00,0.3,3.1,1.5,0.0,112.0,2.0
17-12-05_00,-0.4,5.7,2.5,0.0,103.0,2.0
17-12-06_00,5.7,10.6,8.4,8.6,151.0,4.0
17-12-07_00,1.4,6.8,3.0,0.0,251.0,4.0
17-12-08_00,-0.6,2.1,0.9,0.0,262.0,3.0
17-12-09_00,-1.7,1.5,-0.1,0.1,233.0,3.0
17-12-10_00,-1.1,0.5,-0.4,0.0,233.0,2.0
17-12-11_00,-3.7,-0.8,-2.6,0.7,254.0,4.0
17-12-12_00,-11.6,-2.3,-8.7,0.5,197.0,2.0
17-12-13_00,-10.4,-5.9,-8.1,17.9,152.0,3.0
17-12-14_00,-14.4,-6.2,-10.4,2.9,277.0,6.0
17-12-15_00,-17.4,-13.6,-15.1,0.0,268.0,5.0
17-12-16_00,-15.8,-9.0,-12.4,0.3,188.0,2.0
17-12-17_00,-11.8,-7.3,-10.0,3.1,227.0,2.0
17-12-18_00,-14.5,-10.6,-12.3,0.2,215.0,2.0
17-12-19_00,-13.8,-8.8,-11.1,3.9,148.0,2.0
17-12-20_00,-9.2,4.4,-2.1,7.6,190.0,2.0
17-12-21_00,-10.1,2.2,-2.7,0.0,280.0,4.0
17-12-22_00,-12.9,-9.4,-11.1,0.0,275.0,3.0
17-12-23_00,-15.4,-10.8,-13.0,1.8,91.0,3.0
17-12-24_00,-10.9,-4.6,-7.1,14.5,201.0,3.0
17-12-25_00,-7.3,-3.8,-6.2,0.1,189.0,4.0
17-12-26_00,-10.1,-5.4,-7.5,10.2,171.0,4.0
17-12-27_00,-16.1,-5.6,-11.3,0.5,273.0,5.0
17-12-28_00,-22.1,-15.9,-19.2,0.0,278.0,4.0
17-12-29_00,-24.8,-20.0,-22.2,0.1,274.0,5.0
17-12-30_00,-21.7,-17.7,-19.6,1.5,278.0,3.0
17-12-31_00,-19.7,-16.2,-18.0,0.0,207.0,2.0
18-01-01_00,-21.0,-17.5,-19.7,0.0,281.0,5.0
18-01-02_00,-23.2,-18.3,-20.5,0.0,275.0,3.0
18-01-03_00,-20.8,-11.2,-16.9,3.4,210.0,2.0
18-01-04_00,-15.4,-6.2,-12.0,0.3,135.0,1.0
18-01-05_00,-11.1,-6.1,-8.7,3.3,229.0,3.0
18-01-06_00,-21.4,-9.9,-18.5,7.4,276.0,7.0
18-01-07_00,-23.4,-19.5,-21.6,1.9,271.0,6.0
18-01-08_00,-23.1,-10.8,-18.0,4.3,204.0,3.0
18-01-09_00,-10.8,0.7,-5.6,10.9,158.0,3.0
18-01-10_00,-6.0,1.0,-1.0,0.3,276.0,4.0
18-01-11_00,-7.4,1.6,-4.3,0.6,153.0,2.0
18-01-12_00,1.2,8.4,5.2,5.3,192.0,2.0
18-01-13_00,-6.2,12.6,7.3,26.8,154.0,2.0
18-01-14_00,-16.7,-6.2,-11.5,31.7,0.0,0.0
18-01-15_00,-20.1,-16.0,-17.7,0.3,0.0,0.0
18-01-16_00,-20.4,-13.6,-17.1,0.1,0.0,0.0
18-01-17_00,-14.3,-8.5,-11.1,1.6,0.0,0.0
18-01-18_00,-9.4,-4.6,-7.0,0.1,113.0,0.0
18-01-19_00,-4.7,-2.4,-3.6,0.1,254.0,1.0
18-01-20_00,-3.6,0.8,-1.6,0.3,234.0,3.0
18-01-21_00,-0.7,5.1,3.5,0.0,253.0,4.0
18-01-22_00,-5.1,2.8,-1.0,0.0,160.0,2.0
18-01-23_00,-7.2,-3.9,-5.9,13.9,68.0,4.0
18-01-24_00,-3.9,3.6,-1.5,12.7,177.0,2.0
18-01-25_00,-12.0,3.4,-6.6,4.3,279.0,6.0
18-01-26_00,-15.5,-9.3,-12.2,0.1,280.0,5.0
18-01-27_00,-11.6,-6.0,-9.6,0.1,151.0,2.0
18-01-28_00,-10.9,6.7,0.0,3.0,171.0,2.0
18-01-29_00,-4.2,6.3,3.1,0.1,239.0,4.0
18-01-30_00,-11.3,-4.2,-8.0,0.1,75.0,4.0
18-01-31_00,-11.0,-6.2,-8.7,0.1,138.0,3.0
18-02-01_00,-15.7,-4.5,-11.3,5.2,217.0,3.0
18-02-02_00,-9.4,4.4,-1.4,0.2,176.0,2.0
18-02-03_00,-16.1,-4.9,-13.2,0.2,287.0,4.0
18-02-04_00,-16.7,-4.9,-11.3,0.4,202.0,2.0
18-02-05_00,-5.8,0.4,-2.0,14.5,148.0,2.0
18-02-06_00,-11.3,0.8,-6.8,2.8,254.0,4.0
18-02-07_00,-8.1,-3.9,-5.8,1.2,245.0,3.0
18-02-08_00,-10.8,-6.6,-9.3,13.2,180.0,2.0
18-02-09_00,-12.3,-6.0,-8.7,0.3,261.0,3.0
18-02-10_00,-10.7,-5.2,-7.6,0.6,210.0,3.0
18-02-11_00,-7.8,-3.5,-5.2,7.8,224.0,1.0
18-02-12_00,-6.5,4.1,-2.9,3.7,127.0,3.0
18-02-13_00,-7.6,0.8,-4.3,0.2,278.0,5.0
18-02-14_00,-10.2,-4.2,-7.1,0.1,238.0,2.0
18-02-15_00,-5.3,5.7,1.0,0.0,226.0,3.0
18-02-16_00,1.8,6.9,4.6,0.5,228.0,4.0
18-02-17_00,-5.9,5.9,0.8,4.7,246.0,3.0
18-02-18_00,-7.0,0.2,-3.9,0.1,214.0,2.0
18-02-19_00,-3.1,3.0,0.1,0.1,257.0,3.0
18-02-20_00,-0.9,6.5,2.9,1.3,154.0,3.0
18-02-21_00,1.4,4.1,2.8,16.7,148.0,2.0
18-02-22_00,0.1,12.8,5.6,1.7,247.0,3.0
18-02-23_00,-6.2,0.1,-3.7,0.1,142.0,2.0
18-02-24_00,-6.6,3.3,-1.7,5.9,128.0,2.0
18-02-25_00,-0.8,4.7,3.0,0.1,260.0,3.0
18-02-26_00,-2.4,5.7,1.3,7.0,132.0,3.0
18-02-27_00,0.0,5.9,4.3,0.0,261.0,4.0
18-02-28_00,-0.1,9.3,4.9,0.1,241.0,3.0
18-03-01_00,1.6,8.4,5.5,0.0,158.0,3.0
18-03-02_00,0.1,3.5,1.9,0.0,156.0,3.0
18-03-03_00,-1.2,2.4,0.6,1.6,101.0,4.0
18-03-04_00,1.7,6.9,3.7,0.0,183.0,3.0
18-03-05_00,0.4,4.1,2.5,1.8,220.0,2.0
18-03-06_00,-0.1,3.2,1.6,0.2,149.0,3.0
18-03-07_00,-1.8,3.4,0.4,0.0,99.0,3.0
18-03-08_00,-0.8,1.5,0.5,1.2,76.0,3.0
18-03-09_00,-1.3,0.1,-0.7,5.8,67.0,3.0
18-03-10_00,-1.4,3.5,0.2,2.1,234.0,2.0
18-03-11_00,-3.0,2.2,-0.3,4.9,283.0,4.0
18-03-12_00,-0.6,2.6,1.0,0.4,277.0,4.0
18-03-13_00,0.1,4.2,2.0,0.0,150.0,2.0
18-03-14_00,-0.4,3.5,0.8,10.5,112.0,3.0
18-03-15_00,-0.0,1.4,0.6,17.2,265.0,3.0
18-03-16_00,-1.4,3.8,0.7,3.2,287.0,6.0
18-03-17_00,-6.0,-0.9,-3.8,0.1,283.0,6.0
18-03-18_00,-11.1,-5.2,-7.7,0.2,277.0,4.0
18-03-19_00,-13.5,-5.2,-8.9,0.1,281.0,3.0
18-03-20_00,-11.1,-2.9,-6.9,0.0,278.0,3.0
18-03-21_00,-7.6,-0.3,-4.5,0.0,216.0,2.0
18-03-22_00,-5.7,3.0,-1.3,0.0,130.0,3.0
18-03-23_00,-0.9,6.7,2.1,0.0,148.0,3.0
18-03-24_00,0.4,6.8,3.6,0.0,239.0,2.0
18-03-25_00,-2.2,2.2,0.7,0.0,239.0,2.0
18-03-26_00,-1.5,2.4,0.5,0.0,187.0,3.0
18-03-27_00,-1.7,6.5,2.8,0.0,86.0,2.0
18-03-28_00,-0.0,7.8,4.6,0.0,127.0,4.0
18-03-29_00,2.7,7.4,5.6,0.1,232.0,2.0
18-03-30_00,4.8,11.0,7.3,1.7,117.0,2.0
18-03-31_00,2.8,9.2,5.4,1.2,276.0,4.0
18-04-01_00,1.1,10.3,5.9,0.2,224.0,3.0
18-04-02_00,0.7,8.6,3.4,1.0,264.0,5.0
18-04-03_00,-1.3,5.4,2.3,0.2,212.0,3.0
18-04-04_00,1.3,7.9,4.6,0.6,144.0,3.0
18-04-05_00,-6.5,8.0,1.6,25.6,177.0,4.0
18-04-06_00,-9.5,-2.0,-5.8,0.4,279.0,6.0
18-04-07_00,-3.3,4.6,0.1,0.6,163.0,3.0
18-04-08_00,-0.9,3.4,1.2,0.7,266.0,5.0
18-04-09_00,-2.9,2.1,-0.2,0.1,242.0,3.0
18-04-10_00,,,,0.0,,
18-04-11_00,,,,0.0,,
18-04-12_00,3.7,8.0,5.8,0.0,206.0,3.0
18-04-13_00,3.2,10.0,6.1,6.7,177.0,3.0
18-04-14_00,3.9,10.2,7.2,0.1,272.0,2.0
18-04-15_00,-3.1,7.9,0.1,0.1,91.0,4.0
18-04-16_00,-5.4,0.7,-1.9,0.9,70.0,5.0
18-04-17_00,-0.6,4.4,1.6,12.5,87.0,4.0
18-04-18_00,0.9,3.4,2.5,2.0,254.0,4.0
18-04-19_00,0.7,7.8,4.2,1.1,268.0,5.0
18-04-20_00,2.0,5.6,3.6,0.5,283.0,4.0
18-04-21_00,1.9,9.2,5.8,0.3,282.0,3.0
18-04-22_00,3.4,12.5,8.2,0.2,286.0,3.0
18-04-23_00,4.5,15.4,10.2,0.3,279.0,2.0
18-04-24_00,7.2,18.8,13.8,0.3,171.0,1.0
18-04-25_00,10.4,22.6,17.2,0.3,220.0,2.0
18-04-26_00,11.7,17.0,13.6,27.4,135.0,2.0
18-04-27_00,8.3,12.4,10.4,10.0,244.0,4.0
18-04-28_00,8.0,14.1,11.1,0.1,171.0,3.0
18-04-29_00,8.6,15.4,11.6,0.2,222.0,3.0
18-04-30_00,6.3,10.0,7.3,15.3,293.0,2.0
18-05-01_00,7.4,10.9,8.9,8.7,126.0,3.0
18-05-02_00,8.3,18.6,13.9,0.8,243.0,2.0
18-05-03_00,16.9,26.8,20.5,0.6,255.0,4.0
18-05-04_00,13.6,18.5,16.6,16.4,202.0,2.0
18-05-05_00,9.6,20.2,12.3,16.2,168.0,3.0
18-05-06_00,7.9,21.2,14.9,1.5,248.0,4.0
18-05-07_00,11.2,19.7,15.5,0.0,129.0,3.0
18-05-08_00,6.0,15.8,11.3,0.0,148.0,3.0
18-05-09_00,10.3,22.7,17.5,0.0,227.0,3.0
18-05-10_00,13.3,27.5,20.9,0.0,112.0,2.0
18-05-11_00,9.2,23.2,18.9,0.7,200.0,4.0
18-05-12_00,4.2,13.2,8.6,0.2,274.0,3.0
18-05-13_00,7.6,17.9,13.4,0.0,177.0,2.0
18-05-14_00,8.9,22.5,17.2,0.0,151.0,2.0
18-05-15_00,13.3,25.3,19.8,0.3,240.0,4.0
18-05-16_00,11.1,21.6,17.6,0.4,237.0,4.0
18-05-17_00,5.6,23.7,15.0,1.4,134.0,3.0
18-05-18_00,10.7,19.3,15.3,0.0,114.0,3.0
18-05-19_00,8.0,17.5,12.6,0.0,99.0,2.0
18-05-20_00,9.7,20.5,13.6,6.9,139.0,3.0
18-05-21_00,12.9,21.2,16.9,8.3,248.0,3.0
18-05-22_00,13.4,25.7,19.5,0.0,263.0,4.0
18-05-23_00,15.1,22.8,18.1,1.6,171.0,2.0
18-05-24_00,12.2,24.9,18.1,0.0,244.0,3.0
18-05-25_00,13.3,23.8,18.4,0.0,248.0,3.0
18-05-26_00,18.2,26.0,21.4,0.4,254.0,5.0
18-05-27_00,17.2,24.0,20.3,5.1,150.0,3.0
18-05-28_00,12.6,20.3,16.2,0.5,128.0,4.0
18-05-29_00,14.6,22.8,18.6,0.4,183.0,2.0
18-05-30_00,19.1,26.4,22.1,0.0,144.0,2.0
18-05-31_00,15.0,30.3,23.4,0.0,140.0,2.0
18-06-01_00,20.8,30.1,24.9,0.0,166.0,3.0
18-06-02_00,21.2,30.8,25.9,1.3,224.0,2.0
18-06-03_00,16.0,25.2,20.3,0.0,104.0,4.0
18-06-04_00,12.1,25.9,19.7,1.5,90.0,3.0
18-06-05_00,9.5,16.2,12.5,23.9,159.0,4.0
18-06-06_00,11.4,16.7,14.3,1.4,267.0,3.0
18-06-07_00,12.0,17.8,14.8,0.0,159.0,2.0
18-06-08_00,14.3,22.1,17.8,0.0,243.0,3.0
18-06-09_00,15.7,23.2,19.4,0.0,269.0,3.0
18-06-10_00,15.8,23.8,19.8,0.0,282.0,3.0
18-06-11_00,13.7,21.4,17.5,0.0,147.0,2.0
18-06-12_00,12.9,23.5,19.1,0.0,159.0,2.0
18-06-13_00,16.0,27.3,22.2,0.0,238.0,4.0
18-06-14_00,18.6,25.6,21.9,4.5,218.0,3.0
18-06-15_00,13.3,18.6,15.7,9.4,170.0,3.0
18-06-16_00,12.1,26.2,19.4,0.2,254.0,3.0
18-06-17_00,17.5,28.5,23.7,0.0,268.0,4.0
18-06-18_00,20.6,30.0,25.8,0.0,226.0,3.0
18-06-19_00,20.4,29.5,24.4,27.4,250.0,3.0
18-06-20_00,14.8,25.9,20.7,0.0,281.0,3.0
18-06-21_00,17.4,26.6,21.7,0.0,263.0,4.0
18-06-22_00,13.9,22.9,18.0,0.0,148.0,3.0
18-06-23_00,15.7,25.7,21.2,0.0,153.0,2.0
18-06-24_00,16.0,22.3,19.9,1.2,148.0,3.0
18-06-25_00,15.5,23.6,17.8,6.9,169.0,2.0
18-06-26_00,13.4,23.6,18.9,0.0,255.0,3.0
18-06-27_00,15.5,24.4,20.6,0.0,231.0,2.0
18-06-28_00,18.3,26.3,21.8,1.5,158.0,3.0
18-06-29_00,17.5,23.5,20.8,0.4,164.0,2.0
18-06-30_00,20.6,31.3,26.0,0.0,248.0,3.0
18-07-01_00,24.0,32.0,27.7,0.0,237.0,4.0
18-07-02_00,25.3,34.9,30.4,0.0,190.0,2.0
18-07-03_00,24.4,36.4,30.7,0.0,227.0,3.0
18-07-04_00,25.3,33.3,29.5,0.0,275.0,3.0
18-07-05_00,25.4,35.0,30.7,0.0,213.0,2.0
18-07-06_00,26.4,34.6,30.7,0.0,233.0,2.0
18-07-07_00,18.0,28.9,22.4,2.2,281.0,4.0
18-07-08_00,16.7,27.8,22.6,0.0,269.0,3.0
18-07-09_00,20.3,29.2,24.6,0.0,241.0,4.0
18-07-10_00,22.0,31.6,26.6,0.0,249.0,4.0
18-07-11_00,21.4,29.8,25.7,1.0,228.0,3.0
18-07-12_00,17.0,27.0,22.0,0.0,143.0,2.0
18-07-13_00,19.2,27.9,23.8,0.0,135.0,2.0
18-07-14_00,19.9,29.0,25.4,0.0,140.0,2.0
18-07-15_00,21.5,28.9,25.3,0.0,216.0,2.0
18-07-16_00,22.1,31.3,26.8,0.0,163.0,2.0
18-07-17_00,22.4,33.0,28.2,0.0,149.0,2.0
18-07-18_00,20.0,29.4,25.1,26.6,262.0,3.0
18-07-19_00,17.1,25.6,20.9,0.0,276.0,3.0
18-07-20_00,19.0,27.5,23.3,0.0,249.0,2.0
18-07-21_00,21.1,31.1,26.4,0.0,144.0,2.0
18-07-22_00,22.2,31.2,26.8,0.0,143.0,3.0
18-07-23_00,18.3,27.5,22.7,3.7,98.0,3.0
18-07-24_00,22.4,29.0,25.8,0.0,122.0,3.0
18-07-25_00,23.5,30.5,26.7,1.2,151.0,3.0
18-07-26_00,22.6,27.4,24.8,31.7,176.0,3.0
18-07-27_00,22.0,28.8,25.1,0.3,244.0,2.0
18-07-28_00,22.2,29.7,25.5,0.0,230.0,2.0
18-07-29_00,20.0,27.4,23.5,3.2,249.0,3.0
18-07-30_00,19.0,26.3,22.6,0.0,275.0,4.0
18-07-31_00,19.7,28.8,24.4,0.0,249.0,3.0
18-08-01_00,22.0,30.0,25.7,0.0,223.0,3.0
18-08-02_00,23.2,28.4,25.3,8.8,161.0,3.0
18-08-03_00,23.1,28.7,25.4,0.4,248.0,3.0
18-08-04_00,23.7,27.8,25.6,0.0,209.0,2.0
18-08-05_00,21.8,28.3,24.4,0.4,166.0,2.0
18-08-06_00,22.2,32.7,27.3,0.1,218.0,2.0
18-08-07_00,23.8,33.0,27.7,1.0,246.0,3.0
18-08-08_00,23.1,28.7,25.5,0.5,264.0,3.0
18-08-09_00,22.2,28.6,24.9,3.1,172.0,2.0
18-08-10_00,21.6,27.9,24.3,2.2,279.0,4.0
18-08-11_00,18.3,27.1,22.7,0.0,269.0,3.0
18-08-12_00,19.3,27.9,24.3,0.0,156.0,2.0
18-08-13_00,20.5,30.1,25.3,0.0,117.0,2.0
18-08-14_00,22.2,30.2,26.3,0.0,114.0,1.0
18-08-15_00,23.6,29.4,26.6,1.6,165.0,2.0
18-08-16_00,22.7,28.8,25.2,0.0,263.0,3.0
18-08-17_00,18.4,25.8,22.1,0.0,209.0,2.0
18-08-18_00,18.8,24.4,21.3,3.8,144.0,2.0
18-08-19_00,18.5,25.8,22.1,0.0,149.0,2.0
18-08-20_00,18.5,28.2,23.5,0.0,143.0,2.0
18-08-21_00,18.7,28.6,23.9,0.0,140.0,2.0
18-08-22_00,19.9,26.3,23.3,0.0,148.0,3.0
18-08-23_00,17.2,23.2,21.1,3.7,225.0,4.0
18-08-24_00,15.2,25.4,20.7,0.0,268.0,4.0
18-08-25_00,20.1,29.2,24.4,0.0,240.0,3.0
18-08-26_00,20.9,29.1,25.0,0.0,171.0,2.0
18-08-27_00,20.4,26.0,22.8,7.9,200.0,2.0
18-08-28_00,21.5,26.7,24.5,5.2,239.0,2.0
18-08-29_00,22.8,31.1,27.2,7.1,247.0,3.0
18-08-30_00,23.2,32.2,26.2,0.7,220.0,3.0
18-08-31_00,15.7,23.9,19.1,0.1,162.0,2.0
18-09-01_00,13.3,24.7,19.2,0.0,108.0,2.0
18-09-02_00,19.9,26.8,23.2,0.4,149.0,3.0
18-09-03_00,20.9,25.9,23.3,8.6,173.0,2.0
18-09-04_00,24.0,30.7,26.3,11.4,258.0,3.0
18-09-05_00,21.2,27.1,24.1,0.1,154.0,2.0
18-09-06_00,20.2,33.1,27.1,0.8,195.0,2.0
18-09-07_00,18.1,29.1,23.5,0.0,238.0,3.0
18-09-08_00,15.4,22.9,19.6,0.0,263.0,2.0
18-09-09_00,11.9,18.6,15.0,0.0,158.0,3.0
18-09-10_00,9.1,17.6,13.8,0.0,136.0,2.0
18-09-11_00,9.8,18.6,14.3,8.6,115.0,3.0
18-09-12_00,13.5,20.5,17.6,16.1,207.0,2.0
18-09-13_00,18.4,25.4,21.3,0.0,196.0,1.0
18-09-14_00,17.8,27.6,22.9,0.0,179.0,1.0
18-09-15_00,18.7,29.0,23.9,0.0,127.0,2.0
18-09-16_00,20.3,30.2,25.5,0.0,221.0,2.0
18-09-17_00,21.9,27.7,24.8,0.0,132.0,2.0
18-09-18_00,22.9,29.9,26.0,0.0,236.0,2.0
18-09-19_00,11.6,26.8,20.2,0.0,178.0,3.0
18-09-20_00,11.3,16.3,13.8,0.0,103.0,2.0
18-09-21_00,10.8,17.4,14.3,0.0,136.0,2.0
18-09-22_00,15.2,23.3,19.1,35.4,158.0,3.0
18-09-23_00,11.2,21.5,14.3,0.0,277.0,4.0
18-09-24_00,8.8,18.1,12.2,0.0,186.0,3.0
18-09-25_00,3.9,15.1,10.1,0.0,77.0,3.0
18-09-26_00,11.4,17.1,13.9,5.7,131.0,5.0
18-09-27_00,14.9,23.1,19.5,6.9,205.0,2.0
18-09-28_00,11.6,18.3,15.0,0.1,143.0,2.0
18-09-29_00,13.8,21.3,17.1,0.0,176.0,3.0
18-09-30_00,11.3,16.6,13.7,0.4,272.0,3.0
18-10-01_00,9.0,13.5,11.2,0.0,271.0,2.0
18-10-02_00,8.7,15.1,11.7,0.1,178.0,1.0
18-10-03_00,8.1,11.5,9.9,6.6,71.0,3.0
18-10-04_00,9.7,12.8,11.5,0.0,189.0,2.0
18-10-05_00,9.4,24.6,16.3,0.4,208.0,3.0
18-10-06_00,5.4,11.4,8.5,0.0,148.0,2.0
18-10-07_00,6.6,12.0,9.5,0.0,128.0,2.0
18-10-08_00,7.5,11.4,9.6,0.0,113.0,2.0
18-10-09_00,6.7,11.5,8.8,18.8,119.0,2.0
18-10-10_00,9.8,27.7,20.4,5.2,221.0,2.0
18-10-11_00,9.3,23.8,14.8,5.2,130.0,3.0
18-10-12_00,8.4,11.1,9.4,8.4,164.0,2.0
18-10-13_00,7.7,12.1,10.2,0.1,280.0,4.0
18-10-14_00,6.2,9.1,7.6,0.1,280.0,3.0
18-10-15_00,5.8,13.1,9.7,0.0,249.0,2.0
18-10-16_00,7.5,14.4,10.6,5.5,184.0,3.0
18-10-17_00,4.5,9.5,7.3,0.6,264.0,5.0
18-10-18_00,1.8,10.3,7.4,0.2,257.0,5.0
18-10-19_00,0.3,5.4,3.0,0.2,280.0,5.0
18-10-20_00,5.4,16.8,11.8,0.0,233.0,3.0
18-10-21_00,4.6,14.4,10.9,0.3,261.0,4.0
18-10-22_00,1.7,5.4,3.7,0.0,286.0,4.0
18-10-23_00,1.2,6.6,3.8,0.0,239.0,2.0
18-10-24_00,3.0,9.8,5.7,0.0,74.0,3.0
18-10-25_00,2.1,8.4,5.2,1.3,234.0,3.0
18-10-26_00,1.3,4.3,2.4,0.0,288.0,3.0
18-10-27_00,-0.7,5.6,2.7,0.0,258.0,3.0
18-10-28_00,-0.5,6.2,2.2,12.3,74.0,4.0
18-10-29_00,1.3,5.5,3.4,8.2,159.0,2.0
18-10-30_00,3.9,7.4,5.2,1.5,229.0,2.0
18-10-31_00,2.8,5.0,4.0,0.0,275.0,4.0
18-11-01_00,3.0,6.1,4.4,7.5,158.0,2.0
18-11-02_00,5.1,9.0,6.8,5.2,203.0,2.0
18-11-03_00,4.0,6.1,5.2,10.0,81.0,3.0
18-11-04_00,3.6,5.8,4.9,14.8,268.0,4.0
18-11-05_00,3.2,7.0,4.8,0.1,247.0,3.0
18-11-06_00,1.6,7.1,4.6,6.3,109.0,3.0
18-11-07_00,6.3,12.6,9.2,6.0,132.0,3.0
18-11-08_00,7.4,14.7,10.7,0.5,259.0,5.0
18-11-09_00,5.1,9.4,7.0,0.0,272.0,4.0
18-11-10_00,1.3,5.1,3.0,12.0,145.0,3.0
18-11-11_00,-0.7,6.0,3.1,6.5,235.0,6.0
18-11-12_00,-2.9,0.6,-1.2,0.0,280.0,4.0
18-11-13_00,-1.2,4.5,0.9,0.0,118.0,2.0
18-11-14_00,-6.7,3.8,0.8,7.2,222.0,3.0
18-11-15_00,-10.0,-6.6,-8.1,0.1,284.0,5.0
18-11-16_00,-8.9,-3.8,-6.2,0.0,133.0,2.0
18-11-17_00,-4.1,-1.9,-3.0,11.8,155.0,2.0
18-11-18_00,-3.9,3.3,0.7,0.0,281.0,3.0
18-11-19_00,-6.2,-1.1,-3.7,0.0,218.0,2.0
18-11-20_00,-2.8,2.2,0.5,1.4,201.0,2.0
18-11-21_00,-6.6,-2.5,-5.0,5.8,151.0,3.0
18-11-22_00,-14.6,-1.9,-6.5,2.7,257.0,4.0
18-11-23_00,-15.4,-8.4,-11.9,0.1,284.0,5.0
18-11-24_00,-11.7,-2.4,-7.2,0.0,208.0,3.0
18-11-25_00,-3.5,3.6,0.2,0.1,148.0,3.0
18-11-26_00,0.3,5.4,2.8,20.5,152.0,1.0
18-11-27_00,1.6,5.0,2.9,1.9,92.0,2.0
18-11-28_00,0.4,2.5,1.2,12.1,90.0,2.0
18-11-29_00,1.4,3.4,2.4,6.9,281.0,3.0
18-11-30_00,1.9,3.9,2.6,0.0,284.0,3.0
18-12-01_00,0.8,2.1,1.3,0.0,279.0,2.0
18-12-02_00,0.1,1.6,0.7,0.0,210.0,2.0
18-12-03_00,-0.4,6.4,2.8,17.1,112.0,2.0
18-12-04_00,-0.2,5.8,2.4,9.8,230.0,2.0
18-12-05_00,-4.5,-0.2,-3.4,0.0,287.0,4.0
18-12-06_00,-5.9,-2.5,-4.3,0.5,156.0,1.0
18-12-07_00,-3.5,1.6,-0.5,1.6,218.0,2.0
18-12-08_00,-12.6,0.3,-7.2,0.1,282.0,4.0
18-12-09_00,-13.6,-7.4,-10.5,0.1,252.0,2.0
18-12-10_00,-8.6,0.8,-3.1,0.2,237.0,3.0
18-12-11_00,-8.2,-1.3,-6.0,0.0,219.0,2.0
18-12-12_00,-8.9,-5.2,-7.0,1.9,145.0,2.0
18-12-13_00,-11.0,-6.8,-8.6,0.1,176.0,2.0
18-12-14_00,-14.6,-6.4,-10.6,0.0,118.0,2.0
18-12-15_00,-6.6,5.0,0.4,7.9,161.0,1.0
18-12-16_00,0.0,6.0,4.4,0.0,243.0,2.0
18-12-17_00,-0.2,44.5,1.4,0.0,112.0,2.0
18-12-18_00,-6.4,2.6,0.3,1.0,250.0,3.0
18-12-19_00,-7.6,-3.5,-5.9,0.2,286.0,4.0
18-12-20_00,-7.9,-0.1,-3.9,0.0,191.0,2.0
18-12-21_00,-2.9,4.9,1.2,2.7,142.0,2.0
18-12-22_00,0.7,7.1,4.6,41.3,123.0,1.0
18-12-23_00,-4.7,11.5,1.1,2.9,265.0,5.0
18-12-24_00,-8.7,-4.6,-6.7,0.1,266.0,3.0
18-12-25_00,-8.2,-5.5,-7.0,0.1,180.0,1.0
18-12-26_00,-12.1,-7.1,-9.5,0.1,256.0,2.0
